0.017396,0,1.669921875,1.0546875,0.17578125
0.034354,-0.087890625,1.7578125,1.0546875,0.17578125
0.051362,-0.087890625,1.7578125,1.0546875,0.17578125
0.067331,-0.087890625,1.669921875,1.142578125,0.17578125
0.085709,-0.087890625,1.7578125,1.0546875,0.17578125
0.104413,0,1.7578125,1.0546875,0.17578125
0.122481,0,1.669921875,1.142578125,0.17578125
0.140455,0,1.7578125,1.142578125,0.17578125
0.157356,0.087890625,1.7578125,1.142578125,0.17578125
0.17542,0.17578125,1.7578125,1.142578125,0.17578125
0.193455,0.263671875,1.7578125,1.0546875,0.17578125
0.210449,0.439453125,1.669921875,1.142578125,0.17578125
0.228447,0.52734375,1.669921875,1.142578125,0.17578125
0.24645,0.703125,1.669921875,1.0546875,0.17578125
0.264446,0.87890625,1.669921875,1.142578125,0.17578125
0.282449,1.0546875,1.7578125,1.0546875,0.17578125
0.300457,1.318359375,1.669921875,1.142578125,0.17578125
0.318408,1.494140625,1.7578125,1.142578125,0.17578125
0.336414,1.669921875,1.7578125,1.0546875,0.17578125
0.354466,1.93359375,1.669921875,1.142578125,0.17578125
0.372419,2.197265625,1.7578125,1.0546875,0.17578125
0.389421,2.548828125,1.669921875,1.142578125,0.17578125
0.407268,2.900390625,1.7578125,1.142578125,0.17578125
0.422318,3.251953125,1.669921875,1.0546875,0.17578125
0.437305,3.427734375,1.7578125,1.0546875,0.17578125
0.452315,3.779296875,1.7578125,1.142578125,0.17578125
0.468358,4.04296875,1.7578125,1.142578125,0.17578125
0.486433,4.306640625,1.7578125,1.0546875,0.17578125
0.504409,4.74609375,1.7578125,1.142578125,0.17578125
0.522403,5.09765625,1.7578125,1.0546875,0.17578125
0.540413,5.537109375,1.669921875,1.142578125,0.17578125
0.558437,5.9765625,1.7578125,1.0546875,0.17578125
0.576407,6.416015625,1.7578125,1.0546875,0.17578125
0.593341,6.85546875,1.7578125,1.0546875,0.17578125
0.610369,7.294921875,1.669921875,1.142578125,0.17578125
0.627353,7.822265625,1.7578125,1.142578125,0.17578125
0.644338,8.26171875,1.7578125,1.0546875,0.17578125
0.661339,8.7890625,1.7578125,1.0546875,0.17578125
0.678394,9.31640625,1.7578125,1.0546875,0.17578125
0.697075,9.84375,1.7578125,1.142578125,0.17578125
0.715824,10.458984375,1.7578125,1.0546875,0.263671875
0.73368,11.07421875,1.7578125,1.142578125,0.17578125
0.751783,11.689453125,1.7578125,1.0546875,0.17578125
0.769523,12.3046875,1.7578125,1.0546875,0.17578125
0.787406,12.83203125,1.7578125,1.0546875,0.17578125
0.805426,13.447265625,1.669921875,1.0546875,0.17578125
0.823404,14.0625,1.669921875,1.0546875,0.17578125
0.84141,14.677734375,1.7578125,1.0546875,0.17578125
0.859408,15.29296875,1.7578125,1.142578125,0.17578125
0.877382,15.8203125,1.669921875,1.142578125,0.17578125
0.894329,16.435546875,1.7578125,1.142578125,0.17578125
0.911339,17.05078125,1.7578125,1.142578125,0.17578125
0.927276,17.578125,1.7578125,1.0546875,0.17578125
0.942353,18.10546875,1.7578125,1.0546875,0.17578125
0.96042,18.6328125,1.669921875,1.142578125,0.17578125
0.978427,19.248046875,1.7578125,1.0546875,0.17578125
0.99641,19.86328125,1.669921875,1.142578125,0.263671875
1.014382,20.478515625,1.7578125,1.0546875,0.263671875
1.032362,21.09375,1.669921875,1.142578125,0.17578125
1.050392,21.708984375,1.7578125,1.0546875,0.17578125
1.068491,22.32421875,1.7578125,1.142578125,0.17578125
1.086425,22.939453125,1.7578125,1.142578125,0.17578125
1.104415,23.5546875,1.669921875,1.0546875,0.17578125
1.122426,24.08203125,1.7578125,1.0546875,0.17578125
1.140438,24.697265625,1.7578125,1.0546875,0.17578125
1.15839,25.3125,1.7578125,1.142578125,0.17578125
1.176246,25.927734375,1.7578125,1.0546875,0.17578125
1.193397,26.455078125,1.7578125,1.0546875,0.17578125
1.211322,27.0703125,1.669921875,1.142578125,0.17578125
1.227314,27.685546875,1.7578125,1.142578125,0.17578125
1.243304,28.212890625,1.7578125,1.0546875,0.17578125
1.260294,28.740234375,1.669921875,1.0546875,0.17578125
1.276307,29.35546875,1.7578125,1.0546875,0.17578125
1.294386,29.8828125,1.7578125,1.142578125,0.17578125
1.312408,30.41015625,1.669921875,1.0546875,0.17578125
1.330219,31.025390625,1.7578125,1.142578125,0.17578125
1.347396,31.640625,1.7578125,1.0546875,0.17578125
1.365405,32.16796875,1.7578125,1.0546875,0.17578125
1.383388,32.783203125,1.7578125,1.142578125,0.17578125
1.401457,33.3984375,1.669921875,1.142578125,0.17578125
1.418278,33.92578125,1.669921875,1.0546875,0.17578125
1.43525,34.541015625,1.7578125,1.0546875,0.263671875
1.451279,35.068359375,1.7578125,1.0546875,0.17578125
1.467269,35.595703125,1.7578125,1.0546875,0.17578125
1.485417,36.03515625,1.7578125,1.0546875,0.17578125
1.503364,36.5625,1.7578125,1.0546875,0.17578125
1.521323,37.08984375,1.7578125,1.142578125,0.17578125
1.539316,37.6171875,1.669921875,1.0546875,0.17578125
1.557312,38.056640625,1.669921875,1.0546875,0.17578125
1.575383,38.49609375,1.7578125,1.0546875,0.17578125
1.593416,39.0234375,1.7578125,1.142578125,0.17578125
1.611379,39.375,1.669921875,1.0546875,0.17578125
1.62937,39.814453125,1.7578125,1.0546875,0.17578125
1.647351,40.25390625,1.669921875,1.0546875,0.17578125
1.665377,40.60546875,1.7578125,1.0546875,0.17578125
1.683415,40.95703125,1.669921875,1.142578125,0.17578125
1.701404,41.396484375,1.7578125,1.142578125,0.17578125
1.719387,41.66015625,1.7578125,1.142578125,0.17578125
1.737353,42.01171875,1.7578125,1.0546875,0.17578125
1.755359,42.36328125,1.669921875,1.0546875,0.17578125
